resource,cluster,zone,region,existing_cap_mw,can_retire,new_build,inv_cost_per_mwyr,min_cap_mw,max_cap_mw,var_om_cost_per_mwh,fixed_om_cost_per_mwyr,reg_max,rsv_max
EKPC Biogas - Existing:0,1.0,1.0,KY,18.1,0,0,0.0,0.0,-1.0,5.2,164000.0,0.0,0.0
