Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4
,,,,,,,105,6990.682854770661,0.0,0.0,0.0
,,,,,,,106,7057.339059942994,0.0,0.0,0.0
,,,,,,,107,7108.270966423676,0.0,0.0,0.0
,,,,,,,108,7011.37475331428,0.0,0.0,0.0
,,,,,,,109,6967.100251763932,0.0,0.0,0.0
,,,,,,,110,6918.677716530299,0.0,0.0,0.0
,,,,,,,111,6814.0224075744745,0.0,0.0,0.0
,,,,,,,112,6741.245761367224,0.0,0.0,0.0
,,,,,,,113,6745.539493127941,0.0,0.0,0.0
,,,,,,,114,6940.3828495541,0.0,0.0,0.0
,,,,,,,115,7153.322426540211,0.0,0.0,0.0
,,,,,,,116,7022.1176431254735,0.0,0.0,0.0
,,,,,,,117,6946.917809348222,0.0,0.0,0.0
,,,,,,,118,6792.312402932454,0.0,0.0,0.0
,,,,,,,119,6505.168982837482,0.0,0.0,0.0
,,,,,,,120,6189.568210886533,0.0,0.0,0.0
,,,,,,,121,5892.185547534671,0.0,0.0,0.0
,,,,,,,122,5748.643240197095,0.0,0.0,0.0
,,,,,,,123,5620.870248517575,0.0,0.0,0.0
,,,,,,,124,5535.809784578735,0.0,0.0,0.0
,,,,,,,125,5570.635009095759,0.0,0.0,0.0
,,,,,,,126,5638.098930220737,0.0,0.0,0.0
,,,,,,,127,5860.7882733333,0.0,0.0,0.0
,,,,,,,128,6081.598878433908,0.0,0.0,0.0
,,,,,,,129,6306.099592838457,0.0,0.0,0.0
,,,,,,,130,6587.917987941337,0.0,0.0,0.0
,,,,,,,131,6704.311323707198,0.0,0.0,0.0
,,,,,,,132,6721.808968548995,0.0,0.0,0.0
,,,,,,,133,6725.8253148690155,0.0,0.0,0.0
,,,,,,,134,6678.790056201044,0.0,0.0,0.0
,,,,,,,135,6506.87249072798,0.0,0.0,0.0
,,,,,,,136,6500.857514239805,0.0,0.0,0.0
,,,,,,,137,6551.240561047928,0.0,0.0,0.0
,,,,,,,138,6812.364086748544,0.0,0.0,0.0
,,,,,,,139,7069.222675297435,0.0,0.0,0.0
,,,,,,,140,7036.110895125048,0.0,0.0,0.0
,,,,,,,141,6947.981354610874,0.0,0.0,0.0
,,,,,,,142,6870.935854047983,0.0,0.0,0.0
,,,,,,,143,6713.614324499909,0.0,0.0,0.0
,,,,,,,144,6503.807201572114,0.0,0.0,0.0
,,,,,,,145,6251.188297663012,0.0,0.0,0.0
,,,,,,,146,6150.436394277649,0.0,0.0,0.0
,,,,,,,147,6126.1489242676225,0.0,0.0,0.0
,,,,,,,148,6102.498349389582,0.0,0.0,0.0
,,,,,,,149,6125.86520496283,0.0,0.0,0.0
,,,,,,,150,6226.44336956621,0.0,0.0,0.0
,,,,,,,151,6259.96582933806,0.0,0.0,0.0
,,,,,,,152,6579.551450773831,0.0,0.0,0.0
,,,,,,,153,6787.5824777854305,0.0,0.0,0.0
,,,,,,,154,6928.56274526237,0.0,0.0,0.0
,,,,,,,155,6940.209439361131,0.0,0.0,0.0
,,,,,,,156,6940.258115480472,0.0,0.0,0.0
,,,,,,,157,7067.2715958843455,0.0,0.0,0.0
,,,,,,,158,7065.943744052651,0.0,0.0,0.0
,,,,,,,159,6987.742301532574,0.0,0.0,0.0
,,,,,,,160,6937.629847337198,0.0,0.0,0.0
,,,,,,,161,7043.446458428342,0.0,0.0,0.0
,,,,,,,162,7240.566408676435,0.0,0.0,0.0
,,,,,,,163,7385.355571585749,0.0,0.0,0.0
,,,,,,,164,7311.559128305455,0.0,0.0,0.0
,,,,,,,165,7250.061062025122,0.0,0.0,0.0
,,,,,,,166,7034.40765624849,0.0,0.0,0.0
,,,,,,,167,6802.114011160643,0.0,0.0,0.0
,,,,,,,168,6448.221257346302,0.0,0.0,0.0
,,,,,,,169,6234.507301748488,0.0,0.0,0.0
,,,,,,,170,6226.305268499191,0.0,0.0,0.0
,,,,,,,171,6244.3609621363,0.0,0.0,0.0
,,,,,,,172,6330.132002762242,0.0,0.0,0.0
,,,,,,,173,6560.282863503509,0.0,0.0,0.0
,,,,,,,174,7070.350569737132,0.0,0.0,0.0
,,,,,,,175,7798.78549435039,0.0,0.0,0.0
,,,,,,,176,8226.341753716337,0.0,0.0,0.0
,,,,,,,177,8192.71056855111,0.0,0.0,0.0
,,,,,,,178,8117.5695707476325,0.0,0.0,0.0
,,,,,,,179,8023.93830200517,0.0,0.0,0.0
,,,,,,,180,7813.584057430734,0.0,0.0,0.0
,,,,,,,181,7734.037934697153,0.0,0.0,0.0
,,,,,,,182,7594.611418045,0.0,0.0,0.0
,,,,,,,183,7433.604161047093,0.0,0.0,0.0
,,,,,,,184,7344.296520738879,0.0,0.0,0.0
,,,,,,,185,7531.08924887088,0.0,0.0,0.0
,,,,,,,186,7972.681631931138,0.0,0.0,0.0
,,,,,,,187,8490.480859784548,0.0,0.0,0.0
,,,,,,,188,8494.062816799993,0.0,0.0,0.0
,,,,,,,189,8482.367659886417,0.0,0.0,0.0
,,,,,,,190,8267.117496888082,0.0,0.0,0.0
,,,,,,,191,7886.517307346061,0.0,0.0,0.0
,,,,,,,192,7626.921578359704,0.0,0.0,0.0
,,,,,,,193,7320.532971612703,0.0,0.0,0.0
,,,,,,,194,7177.226372668866,0.0,0.0,0.0
,,,,,,,195,7072.532418020196,0.0,0.0,0.0
,,,,,,,196,6965.944514255639,0.0,0.0,0.0
,,,,,,,197,7023.081471733777,0.0,0.0,0.0
,,,,,,,198,7441.647600558146,0.0,0.0,0.0
,,,,,,,199,8042.8691765375515,0.0,0.0,0.0
,,,,,,,200,8445.268610880796,0.0,0.0,0.0
,,,,,,,201,8380.526459828458,0.0,0.0,0.0
,,,,,,,202,8334.070502557788,0.0,0.0,0.0
,,,,,,,203,8238.296517436816,0.0,0.0,0.0
,,,,,,,204,8173.401140266996,0.0,0.0,0.0
,,,,,,,205,8082.315709749803,0.0,0.0,0.0
,,,,,,,206,8113.900609495164,0.0,0.0,0.0
,,,,,,,207,7996.634599208379,0.0,0.0,0.0
,,,,,,,208,8049.545670788043,0.0,0.0,0.0
,,,,,,,209,8088.258297638093,0.0,0.0,0.0
,,,,,,,210,8394.852716993997,0.0,0.0,0.0
,,,,,,,211,8797.365025799198,0.0,0.0,0.0
,,,,,,,212,8859.784743813514,0.0,0.0,0.0
,,,,,,,213,8793.251074721364,0.0,0.0,0.0
,,,,,,,214,8567.250005992557,0.0,0.0,0.0
,,,,,,,215,8211.778620312103,0.0,0.0,0.0
,,,,,,,216,7905.53498479957,0.0,0.0,0.0
,,,,,,,217,7681.049933019017,0.0,0.0,0.0
,,,,,,,218,7635.423294748889,0.0,0.0,0.0
,,,,,,,219,7572.800487049784,0.0,0.0,0.0
,,,,,,,220,7604.14158493822,0.0,0.0,0.0
,,,,,,,221,7805.940952558249,0.0,0.0,0.0
,,,,,,,222,8193.69906520969,0.0,0.0,0.0
,,,,,,,223,8849.32818625659,0.0,0.0,0.0
,,,,,,,224,9266.071917248946,0.0,0.0,0.0
,,,,,,,225,9054.67432185498,0.0,0.0,0.0
,,,,,,,226,8736.483354240103,0.0,0.0,0.0
,,,,,,,227,8423.129790112807,0.0,0.0,0.0
,,,,,,,228,8127.291464152576,0.0,0.0,0.0
,,,,,,,229,7913.92565808818,0.0,0.0,0.0
,,,,,,,230,7681.125093221254,0.0,0.0,0.0
,,,,,,,231,7488.050853947538,0.0,0.0,0.0
,,,,,,,232,7432.051497691054,0.0,0.0,0.0
,,,,,,,233,7475.331176213346,0.0,0.0,0.0
,,,,,,,234,7956.3689142108005,0.0,0.0,0.0
,,,,,,,235,8608.321589774972,0.0,0.0,0.0
,,,,,,,236,8638.02554337272,0.0,0.0,0.0
,,,,,,,237,8720.530243561612,0.0,0.0,0.0
,,,,,,,238,8529.556956748604,0.0,0.0,0.0
,,,,,,,239,8233.575889270154,0.0,0.0,0.0
,,,,,,,240,7899.994287127505,0.0,0.0,0.0
,,,,,,,241,7663.445862549354,0.0,0.0,0.0
,,,,,,,242,7573.197480920179,0.0,0.0,0.0
,,,,,,,243,7479.160460589514,0.0,0.0,0.0
,,,,,,,244,7521.199121466836,0.0,0.0,0.0
,,,,,,,245,7681.459453406757,0.0,0.0,0.0
,,,,,,,246,8031.695901044745,0.0,0.0,0.0
,,,,,,,247,8631.541212219554,0.0,0.0,0.0
,,,,,,,248,9029.231815081934,0.0,0.0,0.0
,,,,,,,249,8688.704556816616,0.0,0.0,0.0
,,,,,,,250,8548.761028899275,0.0,0.0,0.0
,,,,,,,251,8227.775536957099,0.0,0.0,0.0
,,,,,,,252,7976.081406706624,0.0,0.0,0.0
,,,,,,,253,7717.2054119702,0.0,0.0,0.0
,,,,,,,254,7674.879764995265,0.0,0.0,0.0
,,,,,,,255,7529.8125175313035,0.0,0.0,0.0
,,,,,,,256,7469.521193346049,0.0,0.0,0.0
,,,,,,,257,7530.819291226099,0.0,0.0,0.0
,,,,,,,258,7868.318719806575,0.0,0.0,0.0
,,,,,,,259,8191.863199881575,0.0,0.0,0.0
,,,,,,,260,8198.598472988248,0.0,0.0,0.0
,,,,,,,261,8131.942685662421,0.0,0.0,0.0
,,,,,,,262,7868.448047423572,0.0,0.0,0.0
,,,,,,,263,7520.4810731326625,0.0,0.0,0.0
,,,,,,,264,7098.489800478255,0.0,0.0,0.0
,,,,,,,265,6746.4979078261995,0.0,0.0,0.0
,,,,,,,266,6547.682446826467,0.0,0.0,0.0
,,,,,,,267,6389.42159720695,0.0,0.0,0.0
,,,,,,,268,6322.654498101715,0.0,0.0,0.0
,,,,,,,269,6430.414882846973,0.0,0.0,0.0
,,,,,,,270,6679.07451460472,0.0,0.0,0.0
,,,,,,,271,7275.687523195397,0.0,0.0,0.0
,,,,,,,272,7553.288151515509,0.0,0.0,0.0
,,,,,,,273,7495.7702202915425,0.0,0.0,0.0
,,,,,,,274,7445.947421021063,0.0,0.0,0.0
,,,,,,,275,7437.80567784007,0.0,0.0,0.0
,,,,,,,276,7372.931884841458,0.0,0.0,0.0
,,,,,,,277,7304.24337307947,0.0,0.0,0.0
,,,,,,,278,7222.353303488127,0.0,0.0,0.0
,,,,,,,279,7062.528858059802,0.0,0.0,0.0
,,,,,,,280,6915.339759666206,0.0,0.0,0.0
,,,,,,,281,6996.456842850316,0.0,0.0,0.0
,,,,,,,282,7135.449102107814,0.0,0.0,0.0
,,,,,,,283,7273.555134670415,0.0,0.0,0.0
,,,,,,,284,7148.088518363153,0.0,0.0,0.0
,,,,,,,285,6996.375385664045,0.0,0.0,0.0
,,,,,,,286,6822.692254741186,0.0,0.0,0.0
,,,,,,,287,6577.106666558231,0.0,0.0,0.0
,,,,,,,288,6243.265254358352,0.0,0.0,0.0
,,,,,,,289,5917.912569452992,0.0,0.0,0.0
,,,,,,,290,5794.396651420796,0.0,0.0,0.0
,,,,,,,291,5674.134852414575,0.0,0.0,0.0
,,,,,,,292,5545.195294399242,0.0,0.0,0.0
,,,,,,,293,5555.326075621446,0.0,0.0,0.0
,,,,,,,294,5698.794488570769,0.0,0.0,0.0
,,,,,,,295,5812.212932674964,0.0,0.0,0.0
,,,,,,,296,6130.219967574489,0.0,0.0,0.0
,,,,,,,297,6365.66590409686,0.0,0.0,0.0
,,,,,,,298,6590.438963327705,0.0,0.0,0.0
,,,,,,,299,6711.652913697313,0.0,0.0,0.0
,,,,,,,300,6742.259009203762,0.0,0.0,0.0
,,,,,,,301,6723.849565043886,0.0,0.0,0.0
,,,,,,,302,6699.24636361521,0.0,0.0,0.0
,,,,,,,303,6536.511115922619,0.0,0.0,0.0
,,,,,,,304,6549.975649372652,0.0,0.0,0.0
,,,,,,,305,6665.628130389603,0.0,0.0,0.0
,,,,,,,306,6840.776717315037,0.0,0.0,0.0
,,,,,,,307,6936.121274222465,0.0,0.0,0.0
,,,,,,,308,6786.529926737652,0.0,0.0,0.0
,,,,,,,309,6684.531703809745,0.0,0.0,0.0
,,,,,,,310,6509.717967882611,0.0,0.0,0.0
,,,,,,,311,6250.464388968841,0.0,0.0,0.0
,,,,,,,312,6009.613423863816,0.0,0.0,0.0
,,,,,,,313,5757.761709845716,0.0,0.0,0.0
,,,,,,,314,5614.10731412592,0.0,0.0,0.0
,,,,,,,315,5523.692836243437,0.0,0.0,0.0
,,,,,,,316,5459.805588484977,0.0,0.0,0.0
,,,,,,,317,5441.565326540987,0.0,0.0,0.0
,,,,,,,318,5474.993720273818,0.0,0.0,0.0
,,,,,,,319,5603.365589083936,0.0,0.0,0.0
,,,,,,,320,5807.176670293474,0.0,0.0,0.0
,,,,,,,321,6042.668185133079,0.0,0.0,0.0
,,,,,,,322,6221.357732850676,0.0,0.0,0.0
,,,,,,,323,6297.206410383718,0.0,0.0,0.0
,,,,,,,324,6340.939263404477,0.0,0.0,0.0
,,,,,,,325,6318.871885885665,0.0,0.0,0.0
,,,,,,,326,6360.399165660066,0.0,0.0,0.0
,,,,,,,327,6238.108197249658,0.0,0.0,0.0
,,,,,,,328,6208.011116019055,0.0,0.0,0.0
,,,,,,,329,6272.7275913250305,0.0,0.0,0.0
,,,,,,,330,6498.370998826617,0.0,0.0,0.0
,,,,,,,331,6710.326821535394,0.0,0.0,0.0
,,,,,,,332,6660.449907704516,0.0,0.0,0.0
,,,,,,,333,6553.499023957791,0.0,0.0,0.0
,,,,,,,334,6320.858520141495,0.0,0.0,0.0
,,,,,,,335,6162.946153913041,0.0,0.0,0.0
,,,,,,,336,5916.745374011587,0.0,0.0,0.0
,,,,,,,337,5695.5688611256965,0.0,0.0,0.0
,,,,,,,338,5532.747404137923,0.0,0.0,0.0
,,,,,,,339,5485.355072267848,0.0,0.0,0.0
,,,,,,,340,5451.134285349406,0.0,0.0,0.0
,,,,,,,341,5577.474688718459,0.0,0.0,0.0
,,,,,,,342,5823.568242360168,0.0,0.0,0.0
,,,,,,,343,6199.7037157939685,0.0,0.0,0.0
,,,,,,,344,6576.563248928221,0.0,0.0,0.0
,,,,,,,345,6759.206645706341,0.0,0.0,0.0
,,,,,,,346,6948.856333986254,0.0,0.0,0.0
,,,,,,,347,7227.6256803279375,0.0,0.0,0.0
,,,,,,,348,7293.436592764793,0.0,0.0,0.0
,,,,,,,349,7345.352606948714,0.0,0.0,0.0
,,,,,,,350,7336.312739785621,0.0,0.0,0.0
,,,,,,,351,7316.9085259968015,0.0,0.0,0.0
,,,,,,,352,7304.155920831777,0.0,0.0,0.0
,,,,,,,353,7494.424698397875,0.0,0.0,0.0
,,,,,,,354,7773.118956834212,0.0,0.0,0.0
,,,,,,,355,7951.040310481085,0.0,0.0,0.0
,,,,,,,356,8033.642357460564,0.0,0.0,0.0
,,,,,,,357,7988.889373258802,0.0,0.0,0.0
,,,,,,,358,7794.846427405611,0.0,0.0,0.0
,,,,,,,359,7485.111023697756,0.0,0.0,0.0
,,,,,,,360,7233.410963367709,0.0,0.0,0.0
,,,,,,,361,7042.288260725512,0.0,0.0,0.0
,,,,,,,362,6977.042537905418,0.0,0.0,0.0
,,,,,,,363,7025.877306572888,0.0,0.0,0.0
,,,,,,,364,7013.030232968548,0.0,0.0,0.0
,,,,,,,365,7124.695907388965,0.0,0.0,0.0
,,,,,,,366,7598.407516126624,0.0,0.0,0.0
,,,,,,,367,8332.66366225872,0.0,0.0,0.0
,,,,,,,368,8768.790322902807,0.0,0.0,0.0
,,,,,,,369,8671.012200863972,0.0,0.0,0.0
,,,,,,,370,8799.77184181083,0.0,0.0,0.0
,,,,,,,371,8839.683362427795,0.0,0.0,0.0
,,,,,,,372,8849.710925580943,0.0,0.0,0.0
,,,,,,,373,8830.388490931036,0.0,0.0,0.0
,,,,,,,374,8802.535092090611,0.0,0.0,0.0
,,,,,,,375,8811.969627612109,0.0,0.0,0.0
,,,,,,,376,8815.149255809636,0.0,0.0,0.0
,,,,,,,377,8952.60634900912,0.0,0.0,0.0
,,,,,,,378,9188.080622063822,0.0,0.0,0.0
,,,,,,,379,9429.707383093277,0.0,0.0,0.0
,,,,,,,380,9363.748549078706,0.0,0.0,0.0
,,,,,,,381,9278.30687400746,0.0,0.0,0.0
,,,,,,,382,9008.37825865233,0.0,0.0,0.0
,,,,,,,383,8771.35948148714,0.0,0.0,0.0
,,,,,,,384,8389.932419409462,0.0,0.0,0.0
,,,,,,,385,8157.403952166951,0.0,0.0,0.0
,,,,,,,386,8019.194342059913,0.0,0.0,0.0
,,,,,,,387,8022.288546532585,0.0,0.0,0.0
,,,,,,,388,7948.677202502128,0.0,0.0,0.0
,,,,,,,389,8032.093518534186,0.0,0.0,0.0
,,,,,,,390,8429.806407896209,0.0,0.0,0.0
,,,,,,,391,9069.594054805431,0.0,0.0,0.0
,,,,,,,392,9374.340131805679,0.0,0.0,0.0
,,,,,,,393,9238.532673357258,0.0,0.0,0.0
,,,,,,,394,9007.039850812624,0.0,0.0,0.0
,,,,,,,395,8769.497125736825,0.0,0.0,0.0
,,,,,,,396,8477.882876112079,0.0,0.0,0.0
,,,,,,,397,8273.770179176821,0.0,0.0,0.0
,,,,,,,398,8052.33796037792,0.0,0.0,0.0
,,,,,,,399,7877.2140748820375,0.0,0.0,0.0
,,,,,,,400,7772.521701835296,0.0,0.0,0.0
,,,,,,,401,7881.508790162241,0.0,0.0,0.0
,,,,,,,402,8359.619744486685,0.0,0.0,0.0
,,,,,,,403,8737.984725176935,0.0,0.0,0.0
,,,,,,,404,8757.466028850475,0.0,0.0,0.0
,,,,,,,405,8751.411953057626,0.0,0.0,0.0
,,,,,,,406,8504.207857068477,0.0,0.0,0.0
,,,,,,,407,8225.468251969769,0.0,0.0,0.0
,,,,,,,408,7863.605430562739,0.0,0.0,0.0
,,,,,,,409,7664.011995844529,0.0,0.0,0.0
,,,,,,,410,7499.94031445295,0.0,0.0,0.0
,,,,,,,411,7420.396210792743,0.0,0.0,0.0
,,,,,,,412,7407.756620255941,0.0,0.0,0.0
,,,,,,,413,7472.251139058649,0.0,0.0,0.0
,,,,,,,414,7749.834986250651,0.0,0.0,0.0
,,,,,,,415,8375.222883872491,0.0,0.0,0.0
,,,,,,,416,8682.623840061517,0.0,0.0,0.0
,,,,,,,417,8512.99663239417,0.0,0.0,0.0
,,,,,,,418,8472.065052437718,0.0,0.0,0.0
,,,,,,,419,8398.683594032198,0.0,0.0,0.0
,,,,,,,420,8248.26605962997,0.0,0.0,0.0
,,,,,,,421,8241.570836646328,0.0,0.0,0.0
,,,,,,,422,8137.715873698021,0.0,0.0,0.0
,,,,,,,423,8021.88155653853,0.0,0.0,0.0
,,,,,,,424,8030.119049407496,0.0,0.0,0.0
,,,,,,,425,8126.730489077223,0.0,0.0,0.0
,,,,,,,426,8322.248997551671,0.0,0.0,0.0
,,,,,,,427,8485.518187973545,0.0,0.0,0.0
,,,,,,,428,8526.598487398995,0.0,0.0,0.0
,,,,,,,429,8442.92863074958,0.0,0.0,0.0
,,,,,,,430,8159.778684675391,0.0,0.0,0.0
,,,,,,,431,7819.778700821651,0.0,0.0,0.0
,,,,,,,432,7445.993885738683,0.0,0.0,0.0
,,,,,,,433,7216.9203637734645,0.0,0.0,0.0
,,,,,,,434,7157.3517101244925,0.0,0.0,0.0
,,,,,,,435,7135.792896018611,0.0,0.0,0.0
,,,,,,,436,7140.542985408817,0.0,0.0,0.0
,,,,,,,437,7223.531518457533,0.0,0.0,0.0
,,,,,,,438,7592.6937630272005,0.0,0.0,0.0
,,,,,,,439,8271.08878350098,0.0,0.0,0.0
,,,,,,,440,8612.09947713196,0.0,0.0,0.0
,,,,,,,441,8531.17638804972,0.0,0.0,0.0
,,,,,,,442,8551.7412029104,0.0,0.0,0.0
,,,,,,,443,8407.559744443515,0.0,0.0,0.0
,,,,,,,444,8209.582432287101,0.0,0.0,0.0
,,,,,,,445,8051.43654217384,0.0,0.0,0.0
,,,,,,,446,7836.266818152616,0.0,0.0,0.0
,,,,,,,447,7669.272729804571,0.0,0.0,0.0
,,,,,,,448,7542.425743736506,0.0,0.0,0.0
,,,,,,,449,7521.597642638283,0.0,0.0,0.0
,,,,,,,450,7954.599346099911,0.0,0.0,0.0
,,,,,,,451,8399.753040656293,0.0,0.0,0.0
,,,,,,,452,8394.439962620441,0.0,0.0,0.0
,,,,,,,453,8401.40208643996,0.0,0.0,0.0
,,,,,,,454,8302.321881681362,0.0,0.0,0.0
,,,,,,,455,8167.020624319912,0.0,0.0,0.0
,,,,,,,456,7979.6005938204835,0.0,0.0,0.0
,,,,,,,457,7659.052604676085,0.0,0.0,0.0
,,,,,,,458,7504.288901981754,0.0,0.0,0.0
,,,,,,,459,7387.817987455114,0.0,0.0,0.0
,,,,,,,460,7415.281907492705,0.0,0.0,0.0
,,,,,,,461,7439.666397889277,0.0,0.0,0.0
,,,,,,,462,7610.9108650848375,0.0,0.0,0.0
,,,,,,,463,7842.283733231122,0.0,0.0,0.0
,,,,,,,464,8130.239081687829,0.0,0.0,0.0
,,,,,,,465,8386.499920927034,0.0,0.0,0.0
,,,,,,,466,8223.119454229838,0.0,0.0,0.0
,,,,,,,467,7998.641617003102,0.0,0.0,0.0
