Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4
,,,,,,,9714,6683.858154260315,0.0,0.0,0.0
,,,,,,,9715,7066.4675907277815,0.0,0.0,0.0
,,,,,,,9716,7224.186209306528,0.0,0.0,0.0
,,,,,,,9717,7203.663096277754,0.0,0.0,0.0
,,,,,,,9718,7108.279199314555,0.0,0.0,0.0
,,,,,,,9719,6989.80108822807,0.0,0.0,0.0
,,,,,,,9720,6792.024362770514,0.0,0.0,0.0
,,,,,,,9721,6563.6321878530225,0.0,0.0,0.0
,,,,,,,9722,6484.420399030274,0.0,0.0,0.0
,,,,,,,9723,6500.271171463822,0.0,0.0,0.0
,,,,,,,9724,6517.511780858091,0.0,0.0,0.0
,,,,,,,9725,6564.738350509571,0.0,0.0,0.0
,,,,,,,9726,6748.213171175375,0.0,0.0,0.0
,,,,,,,9727,6940.564754133224,0.0,0.0,0.0
,,,,,,,9728,7233.1473195502695,0.0,0.0,0.0
,,,,,,,9729,7596.862088362936,0.0,0.0,0.0
,,,,,,,9730,7921.6639931236705,0.0,0.0,0.0
,,,,,,,9731,8015.482905563372,0.0,0.0,0.0
,,,,,,,9732,8031.037379786336,0.0,0.0,0.0
,,,,,,,9733,8024.396187113009,0.0,0.0,0.0
,,,,,,,9734,7959.270949347738,0.0,0.0,0.0
,,,,,,,9735,7842.2066523798985,0.0,0.0,0.0
,,,,,,,9736,7761.069372115287,0.0,0.0,0.0
,,,,,,,9737,7855.285490074186,0.0,0.0,0.0
,,,,,,,9738,8215.55744192198,0.0,0.0,0.0
,,,,,,,9739,8823.208443085645,0.0,0.0,0.0
,,,,,,,9740,9145.003730947226,0.0,0.0,0.0
,,,,,,,9741,9247.03412824563,0.0,0.0,0.0
,,,,,,,9742,9079.15149264352,0.0,0.0,0.0
,,,,,,,9743,8883.062764180433,0.0,0.0,0.0
,,,,,,,9744,8682.563516246266,0.0,0.0,0.0
,,,,,,,9745,8488.885108023414,0.0,0.0,0.0
,,,,,,,9746,8427.945194002192,0.0,0.0,0.0
,,,,,,,9747,8454.94539934687,0.0,0.0,0.0
,,,,,,,9748,8533.74041649254,0.0,0.0,0.0
,,,,,,,9749,8740.982399902066,0.0,0.0,0.0
,,,,,,,9750,9168.58282596341,0.0,0.0,0.0
,,,,,,,9751,9844.537633076032,0.0,0.0,0.0
,,,,,,,9752,10088.658810856748,0.0,0.0,0.0
,,,,,,,9753,9950.206119680295,0.0,0.0,0.0
,,,,,,,9754,9768.311459786331,0.0,0.0,0.0
,,,,,,,9755,9499.18400569454,0.0,0.0,0.0
,,,,,,,9756,9234.76362035191,0.0,0.0,0.0
,,,,,,,9757,9096.288711676316,0.0,0.0,0.0
,,,,,,,9758,8980.306876374676,0.0,0.0,0.0
,,,,,,,9759,8894.89950803689,0.0,0.0,0.0
,,,,,,,9760,8903.356678951712,0.0,0.0,0.0
,,,,,,,9761,9022.101260725854,0.0,0.0,0.0
,,,,,,,9762,9237.798431473024,0.0,0.0,0.0
,,,,,,,9763,9589.556140466078,0.0,0.0,0.0
,,,,,,,9764,9662.070298395527,0.0,0.0,0.0
,,,,,,,9765,9528.32762157101,0.0,0.0,0.0
,,,,,,,9766,9182.508375410634,0.0,0.0,0.0
,,,,,,,9767,8778.303169623174,0.0,0.0,0.0
,,,,,,,9768,8393.085458984238,0.0,0.0,0.0
,,,,,,,9769,8138.95201084135,0.0,0.0,0.0
,,,,,,,9770,7967.688034133985,0.0,0.0,0.0
,,,,,,,9771,7885.917474155512,0.0,0.0,0.0
,,,,,,,9772,7827.440034534823,0.0,0.0,0.0
,,,,,,,9773,7883.955242130999,0.0,0.0,0.0
,,,,,,,9774,8069.117462975607,0.0,0.0,0.0
,,,,,,,9775,8418.294772673275,0.0,0.0,0.0
,,,,,,,9776,8671.53205479094,0.0,0.0,0.0
,,,,,,,9777,8700.51631876881,0.0,0.0,0.0
,,,,,,,9778,8762.483599948106,0.0,0.0,0.0
,,,,,,,9779,8752.58597196345,0.0,0.0,0.0
,,,,,,,9780,8697.620132452179,0.0,0.0,0.0
,,,,,,,9781,8611.92261760239,0.0,0.0,0.0
,,,,,,,9782,8406.39791372182,0.0,0.0,0.0
,,,,,,,9783,8287.80998349486,0.0,0.0,0.0
,,,,,,,9784,8190.4433212021095,0.0,0.0,0.0
,,,,,,,9785,8146.5028734638445,0.0,0.0,0.0
,,,,,,,9786,8325.60916536877,0.0,0.0,0.0
,,,,,,,9787,8632.81055582468,0.0,0.0,0.0
,,,,,,,9788,8654.418193964055,0.0,0.0,0.0
,,,,,,,9789,8586.032689116213,0.0,0.0,0.0
,,,,,,,9790,8332.924643418617,0.0,0.0,0.0
,,,,,,,9791,8107.854367652721,0.0,0.0,0.0
,,,,,,,9792,7845.097562346106,0.0,0.0,0.0
,,,,,,,9793,7702.741966420583,0.0,0.0,0.0
,,,,,,,9794,7673.203006063989,0.0,0.0,0.0
,,,,,,,9795,7668.623601558828,0.0,0.0,0.0
,,,,,,,9796,7790.8910023107055,0.0,0.0,0.0
,,,,,,,9797,7961.787985322957,0.0,0.0,0.0
,,,,,,,9798,8383.90700669208,0.0,0.0,0.0
,,,,,,,9799,8855.013834568417,0.0,0.0,0.0
,,,,,,,9800,9259.4901925586,0.0,0.0,0.0
,,,,,,,9801,9339.942609138352,0.0,0.0,0.0
,,,,,,,9802,9438.034942796858,0.0,0.0,0.0
,,,,,,,9803,9336.803388376411,0.0,0.0,0.0
,,,,,,,9804,9323.647222727164,0.0,0.0,0.0
,,,,,,,9805,9237.386405952639,0.0,0.0,0.0
,,,,,,,9806,9154.883244767752,0.0,0.0,0.0
,,,,,,,9807,9067.905984579744,0.0,0.0,0.0
,,,,,,,9808,9044.74726434836,0.0,0.0,0.0
,,,,,,,9809,9075.102831418919,0.0,0.0,0.0
,,,,,,,9810,9277.724219659867,0.0,0.0,0.0
,,,,,,,9811,9551.214668510445,0.0,0.0,0.0
,,,,,,,9812,9645.468386103952,0.0,0.0,0.0
,,,,,,,9813,9500.506848111343,0.0,0.0,0.0
,,,,,,,9814,9310.26448902734,0.0,0.0,0.0
,,,,,,,9815,8980.96123917427,0.0,0.0,0.0
,,,,,,,9816,8639.755340314932,0.0,0.0,0.0
,,,,,,,9817,8393.118951720422,0.0,0.0,0.0
,,,,,,,9818,8279.717033942841,0.0,0.0,0.0
,,,,,,,9819,8259.226973906952,0.0,0.0,0.0
,,,,,,,9820,8200.350350750134,0.0,0.0,0.0
,,,,,,,9821,8313.430560313342,0.0,0.0,0.0
,,,,,,,9822,8652.905491242032,0.0,0.0,0.0
,,,,,,,9823,9295.428873842306,0.0,0.0,0.0
,,,,,,,9824,9613.560450668829,0.0,0.0,0.0
,,,,,,,9825,9482.554345535877,0.0,0.0,0.0
,,,,,,,9826,9253.188348847027,0.0,0.0,0.0
,,,,,,,9827,8848.709655118806,0.0,0.0,0.0
,,,,,,,9828,8578.856845745917,0.0,0.0,0.0
,,,,,,,9829,8361.884316175805,0.0,0.0,0.0
,,,,,,,9830,8006.4693897186535,0.0,0.0,0.0
,,,,,,,9831,7823.735332177035,0.0,0.0,0.0
,,,,,,,9832,7653.024658042811,0.0,0.0,0.0
,,,,,,,9833,7559.425690241081,0.0,0.0,0.0
,,,,,,,9834,7750.9007259763475,0.0,0.0,0.0
,,,,,,,9835,8182.479042552481,0.0,0.0,0.0
,,,,,,,9836,8503.62030577069,0.0,0.0,0.0
,,,,,,,9837,8524.140295681811,0.0,0.0,0.0
,,,,,,,9838,8388.098785489437,0.0,0.0,0.0
,,,,,,,9839,8069.922316443126,0.0,0.0,0.0
,,,,,,,9840,7789.287899405885,0.0,0.0,0.0
,,,,,,,9841,7533.560883648538,0.0,0.0,0.0
,,,,,,,9842,7310.14827388961,0.0,0.0,0.0
,,,,,,,9843,7296.922304225987,0.0,0.0,0.0
,,,,,,,9844,7232.862679719816,0.0,0.0,0.0
,,,,,,,9845,7297.069850088943,0.0,0.0,0.0
,,,,,,,9846,7574.745956369402,0.0,0.0,0.0
,,,,,,,9847,8158.747138341315,0.0,0.0,0.0
,,,,,,,9848,8427.042467846517,0.0,0.0,0.0
,,,,,,,9849,8298.890039741993,0.0,0.0,0.0
,,,,,,,9850,8171.443658624672,0.0,0.0,0.0
,,,,,,,9851,7977.422885607922,0.0,0.0,0.0
,,,,,,,9852,7814.144716118786,0.0,0.0,0.0
,,,,,,,9853,7676.725266612226,0.0,0.0,0.0
,,,,,,,9854,7531.2641332354415,0.0,0.0,0.0
,,,,,,,9855,7493.796784365206,0.0,0.0,0.0
,,,,,,,9856,7371.769951857224,0.0,0.0,0.0
,,,,,,,9857,7369.074113430963,0.0,0.0,0.0
,,,,,,,9858,7552.916149239422,0.0,0.0,0.0
,,,,,,,9859,7895.07794394302,0.0,0.0,0.0
,,,,,,,9860,8034.401538684083,0.0,0.0,0.0
,,,,,,,9861,8020.370445432651,0.0,0.0,0.0
,,,,,,,9862,7859.995310895685,0.0,0.0,0.0
,,,,,,,9863,7669.106265187225,0.0,0.0,0.0
,,,,,,,9864,7410.057256923655,0.0,0.0,0.0
,,,,,,,9865,7173.3517125335575,0.0,0.0,0.0
,,,,,,,9866,7049.783145152481,0.0,0.0,0.0
,,,,,,,9867,7053.097692702793,0.0,0.0,0.0
,,,,,,,9868,7050.5245165371325,0.0,0.0,0.0
,,,,,,,9869,7091.647971790497,0.0,0.0,0.0
,,,,,,,9870,7243.9266232401105,0.0,0.0,0.0
,,,,,,,9871,7508.890058126545,0.0,0.0,0.0
,,,,,,,9872,7771.838279610376,0.0,0.0,0.0
,,,,,,,9873,7827.182848230991,0.0,0.0,0.0
,,,,,,,9874,7897.6380691564045,0.0,0.0,0.0
,,,,,,,9875,7715.596186218663,0.0,0.0,0.0
,,,,,,,9876,7518.426767178658,0.0,0.0,0.0
,,,,,,,9877,7304.530708015071,0.0,0.0,0.0
,,,,,,,9878,7089.597681805342,0.0,0.0,0.0
,,,,,,,9879,6898.249657638995,0.0,0.0,0.0
,,,,,,,9880,6865.506935175588,0.0,0.0,0.0
,,,,,,,9881,6848.175473231533,0.0,0.0,0.0
,,,,,,,9882,6898.095851217031,0.0,0.0,0.0
,,,,,,,9883,7084.358079608781,0.0,0.0,0.0
,,,,,,,9884,7254.802859846128,0.0,0.0,0.0
,,,,,,,9885,7223.15850316454,0.0,0.0,0.0
,,,,,,,9886,7094.59096789754,0.0,0.0,0.0
,,,,,,,9887,6931.018773874246,0.0,0.0,0.0
,,,,,,,9888,6610.118192312454,0.0,0.0,0.0
,,,,,,,9889,6348.5640130465545,0.0,0.0,0.0
,,,,,,,9890,6221.097698635254,0.0,0.0,0.0
,,,,,,,9891,6104.208022367955,0.0,0.0,0.0
,,,,,,,9892,6037.053419341558,0.0,0.0,0.0
,,,,,,,9893,6022.575654789553,0.0,0.0,0.0
,,,,,,,9894,6015.156775050879,0.0,0.0,0.0
,,,,,,,9895,6117.051424024898,0.0,0.0,0.0
,,,,,,,9896,6325.041746127457,0.0,0.0,0.0
,,,,,,,9897,6514.310759918945,0.0,0.0,0.0
,,,,,,,9898,6721.290770566216,0.0,0.0,0.0
,,,,,,,9899,6659.421263770914,0.0,0.0,0.0
,,,,,,,9900,6574.325464529546,0.0,0.0,0.0
,,,,,,,9901,6580.236065333448,0.0,0.0,0.0
,,,,,,,9902,6480.6389564185065,0.0,0.0,0.0
,,,,,,,9903,6313.371250557203,0.0,0.0,0.0
,,,,,,,9904,6238.794011150806,0.0,0.0,0.0
,,,,,,,9905,6197.265288701397,0.0,0.0,0.0
,,,,,,,9906,6317.497524041834,0.0,0.0,0.0
,,,,,,,9907,6618.290035615767,0.0,0.0,0.0
,,,,,,,9908,6792.076804140004,0.0,0.0,0.0
,,,,,,,9909,6794.837120255755,0.0,0.0,0.0
,,,,,,,9910,6669.361847790256,0.0,0.0,0.0
,,,,,,,9911,6531.524348920991,0.0,0.0,0.0
,,,,,,,9912,6363.908902306255,0.0,0.0,0.0
,,,,,,,9913,6198.902215418424,0.0,0.0,0.0
,,,,,,,9914,6158.441005767563,0.0,0.0,0.0
,,,,,,,9915,6241.574317552834,0.0,0.0,0.0
,,,,,,,9916,6358.5232107356205,0.0,0.0,0.0
,,,,,,,9917,6530.620190360767,0.0,0.0,0.0
,,,,,,,9918,6905.12426142256,0.0,0.0,0.0
,,,,,,,9919,7481.804393160507,0.0,0.0,0.0
,,,,,,,9920,7871.899081501125,0.0,0.0,0.0
,,,,,,,9921,8038.610441165651,0.0,0.0,0.0
,,,,,,,9922,8141.763184942927,0.0,0.0,0.0
,,,,,,,9923,8243.999685619367,0.0,0.0,0.0
,,,,,,,9924,8225.408012658154,0.0,0.0,0.0
,,,,,,,9925,8124.112279511733,0.0,0.0,0.0
,,,,,,,9926,8060.049728117626,0.0,0.0,0.0
,,,,,,,9927,7952.695726338004,0.0,0.0,0.0
,,,,,,,9928,7968.176362513542,0.0,0.0,0.0
,,,,,,,9929,8042.058633646209,0.0,0.0,0.0
,,,,,,,9930,8203.693187988081,0.0,0.0,0.0
,,,,,,,9931,8561.499308662955,0.0,0.0,0.0
,,,,,,,9932,8740.95081153519,0.0,0.0,0.0
,,,,,,,9933,8729.715455804497,0.0,0.0,0.0
,,,,,,,9934,8509.72456328326,0.0,0.0,0.0
,,,,,,,9935,8237.499249266228,0.0,0.0,0.0
,,,,,,,9936,7830.453308571567,0.0,0.0,0.0
,,,,,,,9937,7671.01436151973,0.0,0.0,0.0
,,,,,,,9938,7603.155462248795,0.0,0.0,0.0
,,,,,,,9939,7584.336549909885,0.0,0.0,0.0
,,,,,,,9940,7640.126261053564,0.0,0.0,0.0
,,,,,,,9941,7755.597512708448,0.0,0.0,0.0
,,,,,,,9942,8183.761967393112,0.0,0.0,0.0
,,,,,,,9943,8870.93264517685,0.0,0.0,0.0
,,,,,,,9944,9201.882751006164,0.0,0.0,0.0
,,,,,,,9945,9114.949169988447,0.0,0.0,0.0
,,,,,,,9946,8983.554266075336,0.0,0.0,0.0
,,,,,,,9947,8892.73562315898,0.0,0.0,0.0
,,,,,,,9948,8713.066719366216,0.0,0.0,0.0
,,,,,,,9949,8561.012396896067,0.0,0.0,0.0
,,,,,,,9950,8393.506187428298,0.0,0.0,0.0
,,,,,,,9951,8222.281740182516,0.0,0.0,0.0
,,,,,,,9952,8063.98789118692,0.0,0.0,0.0
,,,,,,,9953,8066.3612049278,0.0,0.0,0.0
,,,,,,,9954,8286.865187116107,0.0,0.0,0.0
,,,,,,,9955,8887.419834918352,0.0,0.0,0.0
,,,,,,,9956,9120.597129694286,0.0,0.0,0.0
,,,,,,,9957,9116.05872481502,0.0,0.0,0.0
,,,,,,,9958,8910.372967390962,0.0,0.0,0.0
,,,,,,,9959,8488.972495191156,0.0,0.0,0.0
,,,,,,,9960,8122.716619667441,0.0,0.0,0.0
,,,,,,,9961,7822.646224204473,0.0,0.0,0.0
,,,,,,,9962,7681.782090491267,0.0,0.0,0.0
,,,,,,,9963,7561.731494941174,0.0,0.0,0.0
,,,,,,,9964,7598.517947223641,0.0,0.0,0.0
,,,,,,,9965,7583.977711006421,0.0,0.0,0.0
,,,,,,,9966,7853.777915339115,0.0,0.0,0.0
,,,,,,,9967,8419.283096701492,0.0,0.0,0.0
,,,,,,,9968,8623.129665750408,0.0,0.0,0.0
,,,,,,,9969,8501.695112777485,0.0,0.0,0.0
,,,,,,,9970,8465.088518522532,0.0,0.0,0.0
,,,,,,,9971,8518.228354983057,0.0,0.0,0.0
,,,,,,,9972,8416.638930116644,0.0,0.0,0.0
,,,,,,,9973,8375.050114763104,0.0,0.0,0.0
,,,,,,,9974,8281.011715173407,0.0,0.0,0.0
,,,,,,,9975,8184.211325865839,0.0,0.0,0.0
,,,,,,,9976,8194.21785308883,0.0,0.0,0.0
,,,,,,,9977,8370.273038239815,0.0,0.0,0.0
,,,,,,,9978,8565.845126752563,0.0,0.0,0.0
,,,,,,,9979,9061.27160298975,0.0,0.0,0.0
,,,,,,,9980,9397.701363781915,0.0,0.0,0.0
,,,,,,,9981,9451.055335963894,0.0,0.0,0.0
,,,,,,,9982,9326.339969426464,0.0,0.0,0.0
,,,,,,,9983,9065.806455141996,0.0,0.0,0.0
,,,,,,,9984,8768.921767322376,0.0,0.0,0.0
,,,,,,,9985,8590.753345107752,0.0,0.0,0.0
,,,,,,,9986,8550.843853370769,0.0,0.0,0.0
,,,,,,,9987,8546.450623858895,0.0,0.0,0.0
,,,,,,,9988,8665.314390021442,0.0,0.0,0.0
,,,,,,,9989,8733.397870433815,0.0,0.0,0.0
,,,,,,,9990,9177.585813297712,0.0,0.0,0.0
,,,,,,,9991,9837.01019984718,0.0,0.0,0.0
,,,,,,,9992,10035.622223152648,0.0,0.0,0.0
,,,,,,,9993,9871.880293346434,0.0,0.0,0.0
,,,,,,,9994,9793.762510977784,0.0,0.0,0.0
,,,,,,,9995,9623.92868288804,0.0,0.0,0.0
,,,,,,,9996,9435.615986549248,0.0,0.0,0.0
,,,,,,,9997,9379.73640290203,0.0,0.0,0.0
,,,,,,,9998,9304.450410648566,0.0,0.0,0.0
,,,,,,,9999,9258.211928379638,0.0,0.0,0.0
,,,,,,,10000,9088.143391468811,0.0,0.0,0.0
,,,,,,,10001,9069.58130576993,0.0,0.0,0.0
,,,,,,,10002,9185.025489722088,0.0,0.0,0.0
,,,,,,,10003,9333.288663866413,0.0,0.0,0.0
,,,,,,,10004,9297.289721197183,0.0,0.0,0.0
,,,,,,,10005,9060.402508423836,0.0,0.0,0.0
,,,,,,,10006,8735.229007099651,0.0,0.0,0.0
,,,,,,,10007,8296.315351143698,0.0,0.0,0.0
,,,,,,,10008,7955.072209213108,0.0,0.0,0.0
,,,,,,,10009,7680.862730865187,0.0,0.0,0.0
,,,,,,,10010,7565.435874106633,0.0,0.0,0.0
,,,,,,,10011,7464.762365102808,0.0,0.0,0.0
,,,,,,,10012,7433.926483362375,0.0,0.0,0.0
,,,,,,,10013,7492.654445113051,0.0,0.0,0.0
,,,,,,,10014,7725.294141524496,0.0,0.0,0.0
,,,,,,,10015,8178.650475615412,0.0,0.0,0.0
,,,,,,,10016,8541.61583389267,0.0,0.0,0.0
,,,,,,,10017,8617.975759213348,0.0,0.0,0.0
,,,,,,,10018,8672.118118217333,0.0,0.0,0.0
,,,,,,,10019,8622.127384965856,0.0,0.0,0.0
,,,,,,,10020,8510.90087976744,0.0,0.0,0.0
,,,,,,,10021,8425.796738510693,0.0,0.0,0.0
,,,,,,,10022,8334.947091294353,0.0,0.0,0.0
,,,,,,,10023,8201.77285679553,0.0,0.0,0.0
,,,,,,,10024,8129.788788649013,0.0,0.0,0.0
,,,,,,,10025,8119.676047237328,0.0,0.0,0.0
,,,,,,,10026,8191.0140531052175,0.0,0.0,0.0
,,,,,,,10027,8345.277334747838,0.0,0.0,0.0
,,,,,,,10028,8388.460432193846,0.0,0.0,0.0
,,,,,,,10029,8223.624353745674,0.0,0.0,0.0
,,,,,,,10030,8121.305341044726,0.0,0.0,0.0
,,,,,,,10031,7914.497940611494,0.0,0.0,0.0
,,,,,,,10032,7704.822680897426,0.0,0.0,0.0
,,,,,,,10033,7369.894197357818,0.0,0.0,0.0
,,,,,,,10034,7349.725433937127,0.0,0.0,0.0
,,,,,,,10035,7319.43387950548,0.0,0.0,0.0
,,,,,,,10036,7260.7291516542155,0.0,0.0,0.0
,,,,,,,10037,7333.870301159363,0.0,0.0,0.0
,,,,,,,10038,7492.903097276825,0.0,0.0,0.0
,,,,,,,10039,7671.53310530286,0.0,0.0,0.0
,,,,,,,10040,7880.599966723418,0.0,0.0,0.0
,,,,,,,10041,8159.368393473847,0.0,0.0,0.0
,,,,,,,10042,8362.082881290342,0.0,0.0,0.0
,,,,,,,10043,8463.845337407094,0.0,0.0,0.0
,,,,,,,10044,8381.582366346503,0.0,0.0,0.0
,,,,,,,10045,8210.13930074734,0.0,0.0,0.0
,,,,,,,10046,8080.52649940881,0.0,0.0,0.0
,,,,,,,10047,7955.925637518176,0.0,0.0,0.0
,,,,,,,10048,7890.174053693058,0.0,0.0,0.0
,,,,,,,10049,7976.607795483796,0.0,0.0,0.0
,,,,,,,10050,8043.490220269344,0.0,0.0,0.0
,,,,,,,10051,8279.38347358896,0.0,0.0,0.0
,,,,,,,10052,8303.572101933378,0.0,0.0,0.0
,,,,,,,10053,8231.593991446041,0.0,0.0,0.0
,,,,,,,10054,8065.513844986373,0.0,0.0,0.0
,,,,,,,10055,7948.760823387555,0.0,0.0,0.0
,,,,,,,10056,7597.548671489646,0.0,0.0,0.0
,,,,,,,10057,7345.132638612837,0.0,0.0,0.0
,,,,,,,10058,7225.372194750361,0.0,0.0,0.0
,,,,,,,10059,7157.267506638067,0.0,0.0,0.0
,,,,,,,10060,7175.910477238558,0.0,0.0,0.0
,,,,,,,10061,7210.124546945874,0.0,0.0,0.0
,,,,,,,10062,7276.168169875584,0.0,0.0,0.0
,,,,,,,10063,7403.822105188558,0.0,0.0,0.0
,,,,,,,10064,7606.498713985122,0.0,0.0,0.0
,,,,,,,10065,7873.5586349689665,0.0,0.0,0.0
,,,,,,,10066,8007.354693275219,0.0,0.0,0.0
,,,,,,,10067,8007.091083398279,0.0,0.0,0.0
,,,,,,,10068,7936.136797764327,0.0,0.0,0.0
,,,,,,,10069,7892.294444128831,0.0,0.0,0.0
,,,,,,,10070,7804.249157917824,0.0,0.0,0.0
,,,,,,,10071,7715.383691066302,0.0,0.0,0.0
,,,,,,,10072,7712.350329141932,0.0,0.0,0.0
,,,,,,,10073,7741.639963724764,0.0,0.0,0.0
,,,,,,,10074,7879.066461635746,0.0,0.0,0.0
,,,,,,,10075,8070.268740459927,0.0,0.0,0.0
,,,,,,,10076,8263.745416550846,0.0,0.0,0.0
,,,,,,,10077,8189.192023171805,0.0,0.0,0.0
,,,,,,,10078,7990.10308016441,0.0,0.0,0.0
,,,,,,,10079,7710.336455582367,0.0,0.0,0.0
,,,,,,,10080,7370.599615923178,0.0,0.0,0.0
,,,,,,,10081,7240.421472109645,0.0,0.0,0.0
,,,,,,,10082,7161.264685680137,0.0,0.0,0.0
,,,,,,,10083,7141.425479655464,0.0,0.0,0.0
,,,,,,,10084,7134.611445145846,0.0,0.0,0.0
,,,,,,,10085,7324.415531517025,0.0,0.0,0.0
,,,,,,,10086,7687.712049580483,0.0,0.0,0.0
,,,,,,,10087,8318.079336824025,0.0,0.0,0.0
,,,,,,,10088,8542.551362962797,0.0,0.0,0.0
,,,,,,,10089,8588.17261944893,0.0,0.0,0.0
,,,,,,,10090,8581.629397059649,0.0,0.0,0.0
,,,,,,,10091,8595.497240027149,0.0,0.0,0.0
,,,,,,,10092,8374.512577005822,0.0,0.0,0.0
,,,,,,,10093,8303.87858692653,0.0,0.0,0.0
,,,,,,,10094,8099.512078362698,0.0,0.0,0.0
,,,,,,,10095,8021.979693683087,0.0,0.0,0.0
,,,,,,,10096,7832.623350893193,0.0,0.0,0.0
,,,,,,,10097,7791.989032287562,0.0,0.0,0.0
,,,,,,,10098,8021.754205048043,0.0,0.0,0.0
,,,,,,,10099,8244.989917702795,0.0,0.0,0.0
,,,,,,,10100,8407.481726917915,0.0,0.0,0.0
,,,,,,,10101,8274.422586335506,0.0,0.0,0.0
,,,,,,,10102,8072.032386846191,0.0,0.0,0.0
,,,,,,,10103,7655.312202827805,0.0,0.0,0.0
,,,,,,,10104,7255.913652931446,0.0,0.0,0.0
,,,,,,,10105,7012.911843513721,0.0,0.0,0.0
,,,,,,,10106,6863.925905587968,0.0,0.0,0.0
,,,,,,,10107,6751.628228542728,0.0,0.0,0.0
,,,,,,,10108,6693.742106153697,0.0,0.0,0.0
,,,,,,,10109,6765.266183951388,0.0,0.0,0.0
,,,,,,,10110,7090.317656476294,0.0,0.0,0.0
,,,,,,,10111,7697.214462125675,0.0,0.0,0.0
,,,,,,,10112,7996.962643662361,0.0,0.0,0.0
,,,,,,,10113,8021.411805496601,0.0,0.0,0.0
,,,,,,,10114,7982.311138334342,0.0,0.0,0.0
,,,,,,,10115,8165.889741121374,0.0,0.0,0.0
,,,,,,,10116,8179.077337043156,0.0,0.0,0.0
,,,,,,,10117,8338.684714258703,0.0,0.0,0.0
,,,,,,,10118,8368.801599085542,0.0,0.0,0.0
,,,,,,,10119,8428.382671898013,0.0,0.0,0.0
,,,,,,,10120,8440.859034875804,0.0,0.0,0.0
,,,,,,,10121,8617.048618602974,0.0,0.0,0.0
,,,,,,,10122,8768.346315343777,0.0,0.0,0.0
,,,,,,,10123,9013.312799311514,0.0,0.0,0.0
,,,,,,,10124,9119.079526265488,0.0,0.0,0.0
,,,,,,,10125,9116.589981791758,0.0,0.0,0.0
,,,,,,,10126,8944.11225990691,0.0,0.0,0.0
,,,,,,,10127,8697.938760909885,0.0,0.0,0.0
,,,,,,,10128,8417.89286735193,0.0,0.0,0.0
,,,,,,,10129,8210.273599058264,0.0,0.0,0.0
,,,,,,,10130,8180.202159126946,0.0,0.0,0.0
,,,,,,,10131,8151.697639362308,0.0,0.0,0.0
,,,,,,,10132,8205.526324137609,0.0,0.0,0.0
,,,,,,,10133,8357.419577653423,0.0,0.0,0.0
,,,,,,,10134,8789.268143659941,0.0,0.0,0.0
,,,,,,,10135,9199.248692445724,0.0,0.0,0.0
,,,,,,,10136,9457.60747228554,0.0,0.0,0.0
,,,,,,,10137,9390.39538321328,0.0,0.0,0.0
,,,,,,,10138,9399.614725404752,0.0,0.0,0.0
,,,,,,,10139,9346.916430301833,0.0,0.0,0.0
,,,,,,,10140,9259.564640116343,0.0,0.0,0.0
,,,,,,,10141,9086.101299619291,0.0,0.0,0.0
,,,,,,,10142,9092.111868357373,0.0,0.0,0.0
,,,,,,,10143,8924.75721129585,0.0,0.0,0.0
,,,,,,,10144,8919.340375136064,0.0,0.0,0.0
,,,,,,,10145,8983.434901017572,0.0,0.0,0.0
,,,,,,,10146,9112.656071263174,0.0,0.0,0.0
,,,,,,,10147,9463.119759099101,0.0,0.0,0.0
,,,,,,,10148,9630.628143072541,0.0,0.0,0.0
,,,,,,,10149,9622.120479839385,0.0,0.0,0.0
,,,,,,,10150,9367.74710675894,0.0,0.0,0.0
,,,,,,,10151,9057.424277993872,0.0,0.0,0.0
,,,,,,,10152,8731.69717483084,0.0,0.0,0.0
,,,,,,,10153,8550.252077092688,0.0,0.0,0.0
,,,,,,,10154,8399.410354323873,0.0,0.0,0.0
,,,,,,,10155,8378.535841866202,0.0,0.0,0.0
,,,,,,,10156,8398.736608367215,0.0,0.0,0.0
,,,,,,,10157,8539.533269633517,0.0,0.0,0.0
,,,,,,,10158,8824.691090348022,0.0,0.0,0.0
,,,,,,,10159,9282.240228544419,0.0,0.0,0.0
,,,,,,,10160,9408.476988790302,0.0,0.0,0.0
,,,,,,,10161,9277.611592195253,0.0,0.0,0.0
,,,,,,,10162,8918.713497030092,0.0,0.0,0.0
,,,,,,,10163,8611.698276383153,0.0,0.0,0.0
,,,,,,,10164,8459.098610212643,0.0,0.0,0.0
,,,,,,,10165,8284.852376953826,0.0,0.0,0.0
,,,,,,,10166,8067.82849289381,0.0,0.0,0.0
,,,,,,,10167,7930.319407992467,0.0,0.0,0.0
,,,,,,,10168,7756.664872035376,0.0,0.0,0.0
,,,,,,,10169,7740.965715314963,0.0,0.0,0.0
,,,,,,,10170,7855.476099473287,0.0,0.0,0.0
,,,,,,,10171,8253.20800448853,0.0,0.0,0.0
,,,,,,,10172,8656.662109444605,0.0,0.0,0.0
,,,,,,,10173,8670.026853349638,0.0,0.0,0.0
,,,,,,,10174,8593.286857436957,0.0,0.0,0.0
